chapter,in,metadataTags,out,storyline-importance
chapter009,57520,"{""Megan McCubbin"":""TRUE"",""elapsed"":""00:38:20"",""oute"":""57756"",""primary-topic"":""bats"",""scene"":""scene006"",""secondary-topic"":""ultrasound"",""segment"":""segment096"",""shot"":""poster"",""subject"":""bats""}",57757,6
chapter009,57757,"{""Megan McCubbin"":""TRUE"",""elapsed"":""00:38:30"",""oute"":""57878"",""primary-topic"":""bats"",""scene"":""scene006"",""secondary-topic"":""acoustics"",""segment"":""segment097"",""shot"":""poster"",""subject"":""bats""}",57879,10
chapter009,57879,"{""Megan McCubbin"":""TRUE"",""elapsed"":""00:38:35"",""oute"":""58193"",""primary-topic"":""bats"",""scene"":""scene006"",""secondary-topic"":""acoustics"",""segment"":""segment098"",""shot"":""poster"",""subject"":""bats""}",58194,6
chapter009,58194,"{""Megan McCubbin"":""TRUE"",""elapsed"":""00:38:47"",""oute"":""59172"",""primary-topic"":""bats"",""scene"":""scene006"",""secondary-topic"":""acoustics"",""segment"":""segment099"",""shot"":""poster"",""subject"":""bats""}",59173,3
chapter009,59173,"{""Megan McCubbin"":""TRUE"",""elapsed"":""00:39:26"",""oute"":""60186"",""primary-topic"":""bats"",""scene"":""scene006"",""secondary-topic"":""acoustics"",""segment"":""segment100"",""shot"":""poster"",""subject"":""bats""}",60187,6
chapter009,60187,"{""Megan McCubbin"":""TRUE"",""elapsed"":""00:40:07"",""oute"":""60623"",""primary-topic"":""bats"",""scene"":""scene006"",""secondary-topic"":""acoustics"",""segment"":""segment101"",""shot"":""talking-heads"",""subject"":""bats""}",60624,3
chapter009,60624,"{""Megan McCubbin"":""TRUE"",""elapsed"":""00:40:24"",""oute"":""61053"",""primary-topic"":""bats"",""scene"":""scene006"",""secondary-topic"":""acoustics"",""segment"":""segment102"",""shot"":""link"",""subject"":""bats""}",61054,1
chapter010,61054,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:40:42"",""oute"":""62959"",""primary-topic"":""terns"",""scene"":""scene006"",""segment"":""segment103"",""shot"":""establishing"",""subject"":""terns""}",62960,3
chapter010,62960,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:41:58"",""oute"":""63337"",""primary-topic"":""terns"",""scene"":""scene006"",""segment"":""segment104"",""shot"":""aerial"",""subject"":""terns""}",63338,10
chapter010,63338,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:42:13"",""fight"":""TRUE"",""oute"":""64469"",""primary-topic"":""terns"",""scene"":""scene006"",""segment"":""segment105"",""shot"":""fight"",""subject"":""terns""}",64470,6
chapter010,64470,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:42:58"",""oute"":""65215"",""primary-topic"":""terns"",""scene"":""scene006"",""segment"":""segment106"",""shot"":""courtship"",""subject"":""terns""}",65216,3
chapter010,65216,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:43:28"",""oute"":""66194"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""peregrin falcon"",""segment"":""segment108"",""subject"":""terns"",""threat"":""TRUE""}",66195,1
chapter010,66195,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:44:07"",""oute"":""66405"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""peregrin falcon"",""segment"":""segment109"",""shot"":""talking-heads"",""subject"":""terns"",""threat"":""TRUE""}",66406,3
chapter010,66406,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:44:16"",""oute"":""66999"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""pair bonding"",""segment"":""segment110"",""shot"":""tern pairs"",""subject"":""terns""}",67000,10
chapter010,67000,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:44:00"",""oute"":""67368"",""primary-topic"":""terns"",""procreation"":""TRUE"",""scene"":""scene006"",""secondary-topic"":""breeding"",""segment"":""segment111"",""shot"":""tern pairs"",""subject"":""terns""}",67369,6
chapter010,67369,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:44:54"",""oute"":""67777"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""pair bonding"",""segment"":""segment112"",""shot"":""tern pairs"",""subject"":""terns""}",67778,3
chapter010,67778,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:45:11"",""oute"":""68477"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment113"",""shot"":""chicks"",""subject"":""terns""}",68478,6
chapter010,68478,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:45:39"",""oute"":""68791"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment114"",""shot"":""chicks"",""subject"":""terns""}",68792,3
chapter010,68792,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:45:51"",""oute"":""69410"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment115"",""shot"":""chicks"",""subject"":""terns""}",69411,10
chapter010,69411,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:46:16"",""oute"":""69633"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment116"",""shot"":""chicks"",""subject"":""terns""}",69634,6
chapter010,69634,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:46:25"",""oute"":""69856"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment117"",""shot"":""chicks"",""subject"":""terns""}",69857,3
chapter010,69857,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:46:34"",""oute"":""70509"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment118"",""shot"":""chicks"",""subject"":""terns""}",70510,3
chapter010,70510,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:47:00"",""oute"":""70666"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""flight"",""segment"":""segment119"",""shot"":""chicks"",""subject"":""terns""}",70667,10
chapter010,70667,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:47:06"",""oute"":""71015"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""flight"",""segment"":""segment120"",""shot"":""chicks"",""subject"":""terns""}",71016,6
chapter010,71016,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:47:20"",""oute"":""71639"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""flight"",""segment"":""segment121"",""shot"":""chicks"",""subject"":""terns""}",71640,3
chapter010,71640,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:47:45"",""oute"":""72375"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""hunting"",""segment"":""segment122"",""shot"":""talking heads"",""subject"":""terns""}",72376,1
chapter010,72376,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:48:15"",""oute"":""73205"",""primary-topic"":""avocets"",""scene"":""scene006"",""secondary-topic"":""nesting"",""segment"":""segment123"",""shot"":""avocets"",""subject"":""avocets""}",73206,6
chapter010,73206,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:48:48"",""oute"":""73436"",""primary-topic"":""avocets"",""scene"":""scene006"",""secondary-topic"":""nesting"",""segment"":""segment124"",""shot"":""avocets"",""subject"":""avocets""}",73437,10
chapter010,73437,"{""Gillian Burke"":""TRUE"",""elapsed"":""00:48:17"",""oute"":""73932"",""primary-topic"":""avocets"",""scene"":""scene006"",""secondary-topic"":""nesting"",""segment"":""segment125"",""shot"":""avocets"",""subject"":""avocets""}",73933,6
chapter011,73933,"{""Chris Packham"":""TRUE"",""Gillian Burke"":""TRUE"",""Michaela Strachan"":""TRUE"",""elapsed"":""00:49:17"",""oute"":""74500"",""primary-topic"":""avocets"",""scene"":""scene006"",""secondary-topic"":""nesting"",""segment"":""segment126"",""shot"":""talking heads"",""subject"":""avocets""}",74501,3
chapter011,74501,"{""Chris Packham"":""TRUE"",""elapsed"":""00:49:40"",""oute"":""74827"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""linnets"",""segment"":""segment127"",""shot"":""nest"",""subject"":""linnets""}",74828,10
chapter011,74828,"{""Chris Packham"":""TRUE"",""elapsed"":""00:49:53"",""oute"":""75520"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""linnets"",""segment"":""segment128"",""shot"":""nest"",""subject"":""linnets""}",75521,6
chapter011,75521,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""elapsed"":""00:50:20"",""oute"":""76391"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""linnets"",""segment"":""segment129"",""shot"":""nest"",""subject"":""linnets""}",76392,3
chapter011,76392,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""elapsed"":""00:50:55"",""oute"":""76660"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment130"",""shot"":""nest"",""subject"":""connor dove""}",76661,3
chapter011,76661,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:51:06"",""oute"":""76849"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment131"",""shot"":""nest"",""subject"":""connor dove""}",76850,10
chapter011,76850,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:51:14"",""oute"":""76958"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment132"",""shot"":""nest"",""subject"":""connor dove""}",76959,6
chapter011,76959,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:51:18"",""oute"":""77183"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment133"",""shot"":""nest"",""subject"":""connor dove""}",77184,3
chapter011,77184,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:51:27"",""oute"":""77782"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment134"",""shot"":""talking heads"",""subject"":""connor dove""}",77783,3
chapter011,77783,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:51:51"",""oute"":""78006"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment135"",""shot"":""talking heads"",""subject"":""barn owls""}",78007,3
chapter011,78007,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:52:00"",""oute"":""78187"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment136"",""shot"":""nest"",""subject"":""barn owls""}",78188,10
chapter011,78188,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:52:07"",""oute"":""78441"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment137"",""shot"":""nest"",""subject"":""barn owls""}",78442,6
chapter011,78442,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:52:17"",""oute"":""79093"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment138"",""shot"":""nest"",""subject"":""barn owls""}",79094,3
chapter011,79094,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:52:43"",""fight"":""TRUE"",""oute"":""79295"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment139"",""shot"":""nest"",""subject"":""barn owls""}",79296,10
chapter011,79296,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:52:51"",""oute"":""79603"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment140"",""shot"":""nest"",""subject"":""barn owls""}",79604,6
chapter011,79604,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:53:04"",""oute"":""80483"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment141"",""shot"":""nest"",""subject"":""barn owls""}",80484,3
chapter011,80484,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""elapsed"":""00:53:39"",""oute"":""80937"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment142"",""shot"":""talking heads"",""subject"":""barn owls""}",80938,3
chapter012,80938,"{""elapsed"":""00:53:57"",""oute"":""82059"",""primary-topic"":""slime mold"",""scene"":""scene006"",""secondary-topic"":""time lapse"",""segment"":""segment143"",""shot"":""time lapse"",""subject"":""slime mold""}",82060,10
chapter012,82060,"{""elapsed"":""00:54:42"",""oute"":""82351"",""primary-topic"":""slime mold"",""scene"":""scene006"",""secondary-topic"":""time lapse"",""segment"":""segment144"",""shot"":""time lapse"",""subject"":""slime mold""}",82352,6
chapter012,82352,"{""elapsed"":""00:54:54"",""oute"":""82834"",""primary-topic"":""slime mold"",""scene"":""scene006"",""secondary-topic"":""time lapse"",""segment"":""segment145"",""shot"":""time lapse"",""subject"":""slime mold""}",82835,6
chapter012,82835,"{""elapsed"":""00:55:13"",""oute"":""83347"",""primary-topic"":""slime mold"",""scene"":""scene006"",""secondary-topic"":""time lapse"",""segment"":""segment146"",""shot"":""time lapse"",""subject"":""slime mold""}",83348,3
chapter013,83348,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""elapsed"":""00:55:33"",""oute"":""84018"",""primary-topic"":""wrap-up"",""scene"":""scene006"",""segment"":""segment147"",""shot"":""photos"",""subject"":""wrap up""}",84019,6
chapter013,84019,"{""Chris Packham"":""TRUE"",""elapsed"":""00:56:00"",""oute"":""84289"",""primary-topic"":""wrap-up"",""scene"":""scene006"",""segment"":""segment148"",""shot"":""bird"",""subject"":""preview""}",84290,3
chapter013,84290,"{""Megan McCubbin"":""TRUE"",""elapsed"":""00:56:11"",""oute"":""84518"",""primary-topic"":""wrap-up"",""scene"":""scene006"",""segment"":""segment149"",""shot"":""wasp"",""subject"":""preview""}",84519,3
chapter013,84519,"{""Gillian Burke"":""TRUE"",""Michaela Strachan"":""TRUE"",""elapsed"":""00:56:20"",""oute"":""84708"",""primary-topic"":""wrap-up"",""scene"":""scene006"",""segment"":""segment150"",""shot"":""bird"",""subject"":""preview""}",84709,3
chapter013,84709,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""elapsed"":""00:56:28"",""oute"":""84905"",""scene"":""scene006"",""segment"":""segment151"",""shot"":""talking heads"",""subject"":""preview""}",84906,3
chapter013,84906,"{""elapsed"":""00:56:36"",""oute"":""85175"",""scene"":""scene006"",""segment"":""segment152"",""shot"":""talking heads"",""subject"":""preview""}",85176,3
chapter014,85176,"{""Michaela Strachan"":""TRUE"",""elapsed"":""00:56:47"",""oute"":""85768"",""scene"":""scene006"",""segment"":""segment153"",""shot"":""open university"",""subject"":""closing""}",85769,3
chapter014,85769,"{""elapsed"":""00:57:10"",""oute"":""86656"",""scene"":""scene006"",""segment"":""segment154"",""shot"":""credits"",""subject"":""closing""}",86657,3
chapter014,86657,"{""elapsed"":""00:57:46"",""oute"":""86811"",""scene"":""scene006"",""segment"":""segment155"",""shot"":""still"",""subject"":""closing""}",86812,3
chapter014,86812,"{""elapsed"":""00:57:52"",""oute"":""86812"",""scene"":""scene006"",""segment"":""segment156"",""shot"":""black"",""subject"":""closing""}",86812,3
