chapter,in,metadataTags,out,storyline-importance
chapter010,61054,"{""Gillian Burke"":""TRUE"",""oute"":""62959"",""primary-topic"":""terns"",""scene"":""scene006"",""segment"":""segment103"",""shot"":""establishing"",""subject"":""terns"",""﻿elapsed"":""00:40:42""}",62960,3
chapter010,62960,"{""Gillian Burke"":""TRUE"",""oute"":""63337"",""primary-topic"":""terns"",""scene"":""scene006"",""segment"":""segment104"",""shot"":""aerial"",""subject"":""terns"",""﻿elapsed"":""00:41:58""}",63338,10
chapter010,63338,"{""Gillian Burke"":""TRUE"",""fight"":""TRUE"",""oute"":""64469"",""primary-topic"":""terns"",""scene"":""scene006"",""segment"":""segment105"",""shot"":""fight"",""subject"":""terns"",""﻿elapsed"":""00:42:13""}",64470,6
chapter010,64470,"{""Gillian Burke"":""TRUE"",""oute"":""65215"",""primary-topic"":""terns"",""scene"":""scene006"",""segment"":""segment106"",""shot"":""courtship"",""subject"":""terns"",""﻿elapsed"":""00:42:58""}",65216,3
chapter010,65216,"{""Gillian Burke"":""TRUE"",""oute"":""66194"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""peregrin falcon"",""segment"":""segment108"",""subject"":""terns"",""threat"":""TRUE"",""﻿elapsed"":""00:43:28""}",66195,1
chapter010,66195,"{""Gillian Burke"":""TRUE"",""oute"":""66405"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""peregrin falcon"",""segment"":""segment109"",""shot"":""talking-heads"",""subject"":""terns"",""threat"":""TRUE"",""﻿elapsed"":""00:44:07""}",66406,3
chapter010,66406,"{""Gillian Burke"":""TRUE"",""oute"":""66999"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""pair bonding"",""segment"":""segment110"",""shot"":""tern pairs"",""subject"":""terns"",""﻿elapsed"":""00:44:16""}",67000,10
chapter010,67000,"{""Gillian Burke"":""TRUE"",""oute"":""67368"",""primary-topic"":""terns"",""procreation"":""TRUE"",""scene"":""scene006"",""secondary-topic"":""breeding"",""segment"":""segment111"",""shot"":""tern pairs"",""subject"":""terns"",""﻿elapsed"":""00:44:00""}",67369,6
chapter010,67369,"{""Gillian Burke"":""TRUE"",""oute"":""67777"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""pair bonding"",""segment"":""segment112"",""shot"":""tern pairs"",""subject"":""terns"",""﻿elapsed"":""00:44:54""}",67778,3
chapter010,67778,"{""Gillian Burke"":""TRUE"",""oute"":""68477"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment113"",""shot"":""chicks"",""subject"":""terns"",""﻿elapsed"":""00:45:11""}",68478,6
chapter010,68478,"{""Gillian Burke"":""TRUE"",""oute"":""68791"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment114"",""shot"":""chicks"",""subject"":""terns"",""﻿elapsed"":""00:45:39""}",68792,3
chapter010,68792,"{""Gillian Burke"":""TRUE"",""oute"":""69410"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment115"",""shot"":""chicks"",""subject"":""terns"",""﻿elapsed"":""00:45:51""}",69411,10
chapter010,69411,"{""Gillian Burke"":""TRUE"",""oute"":""69633"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment116"",""shot"":""chicks"",""subject"":""terns"",""﻿elapsed"":""00:46:16""}",69634,6
chapter010,69634,"{""Gillian Burke"":""TRUE"",""oute"":""69856"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment117"",""shot"":""chicks"",""subject"":""terns"",""﻿elapsed"":""00:46:25""}",69857,3
chapter010,69857,"{""Gillian Burke"":""TRUE"",""oute"":""70509"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""chicks"",""segment"":""segment118"",""shot"":""chicks"",""subject"":""terns"",""﻿elapsed"":""00:46:34""}",70510,3
chapter010,70510,"{""Gillian Burke"":""TRUE"",""oute"":""70666"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""flight"",""segment"":""segment119"",""shot"":""chicks"",""subject"":""terns"",""﻿elapsed"":""00:47:00""}",70667,10
chapter010,70667,"{""Gillian Burke"":""TRUE"",""oute"":""71015"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""flight"",""segment"":""segment120"",""shot"":""chicks"",""subject"":""terns"",""﻿elapsed"":""00:47:06""}",71016,6
chapter010,71016,"{""Gillian Burke"":""TRUE"",""oute"":""71639"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""flight"",""segment"":""segment121"",""shot"":""chicks"",""subject"":""terns"",""﻿elapsed"":""00:47:20""}",71640,3
chapter010,71640,"{""Gillian Burke"":""TRUE"",""oute"":""72375"",""primary-topic"":""terns"",""scene"":""scene006"",""secondary-topic"":""hunting"",""segment"":""segment122"",""shot"":""talking heads"",""subject"":""terns"",""﻿elapsed"":""00:47:45""}",72376,1
chapter010,72376,"{""Gillian Burke"":""TRUE"",""oute"":""73205"",""primary-topic"":""avocets"",""scene"":""scene006"",""secondary-topic"":""nesting"",""segment"":""segment123"",""shot"":""avocets"",""subject"":""avocets"",""﻿elapsed"":""00:48:15""}",73206,6
chapter010,73206,"{""Gillian Burke"":""TRUE"",""oute"":""73436"",""primary-topic"":""avocets"",""scene"":""scene006"",""secondary-topic"":""nesting"",""segment"":""segment124"",""shot"":""avocets"",""subject"":""avocets"",""﻿elapsed"":""00:48:48""}",73437,10
chapter010,73437,"{""Gillian Burke"":""TRUE"",""oute"":""73932"",""primary-topic"":""avocets"",""scene"":""scene006"",""secondary-topic"":""nesting"",""segment"":""segment125"",""shot"":""avocets"",""subject"":""avocets"",""﻿elapsed"":""00:48:17""}",73933,6
chapter011,73933,"{""Chris Packham"":""TRUE"",""Gillian Burke"":""TRUE"",""Michaela Strachan"":""TRUE"",""oute"":""74500"",""primary-topic"":""avocets"",""scene"":""scene006"",""secondary-topic"":""nesting"",""segment"":""segment126"",""shot"":""talking heads"",""subject"":""avocets"",""﻿elapsed"":""00:49:17""}",74501,3
chapter011,74501,"{""Chris Packham"":""TRUE"",""oute"":""74827"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""linnets"",""segment"":""segment127"",""shot"":""nest"",""subject"":""linnets"",""﻿elapsed"":""00:49:40""}",74828,10
chapter011,74828,"{""Chris Packham"":""TRUE"",""oute"":""75520"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""linnets"",""segment"":""segment128"",""shot"":""nest"",""subject"":""linnets"",""﻿elapsed"":""00:49:53""}",75521,6
chapter011,75521,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""oute"":""76391"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""linnets"",""segment"":""segment129"",""shot"":""nest"",""subject"":""linnets"",""﻿elapsed"":""00:50:20""}",76392,3
chapter011,76392,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""oute"":""76660"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment130"",""shot"":""nest"",""subject"":""connor dove"",""﻿elapsed"":""00:50:55""}",76661,3
chapter011,76661,"{""Michaela Strachan"":""TRUE"",""oute"":""76849"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment131"",""shot"":""nest"",""subject"":""connor dove"",""﻿elapsed"":""00:51:06""}",76850,10
chapter011,76850,"{""Michaela Strachan"":""TRUE"",""oute"":""76958"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment132"",""shot"":""nest"",""subject"":""connor dove"",""﻿elapsed"":""00:51:14""}",76959,6
chapter011,76959,"{""Michaela Strachan"":""TRUE"",""oute"":""77183"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment133"",""shot"":""nest"",""subject"":""connor dove"",""﻿elapsed"":""00:51:18""}",77184,3
chapter011,77184,"{""Michaela Strachan"":""TRUE"",""oute"":""77782"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""connor dove"",""segment"":""segment134"",""shot"":""talking heads"",""subject"":""connor dove"",""﻿elapsed"":""00:51:27""}",77783,3
chapter011,77783,"{""Michaela Strachan"":""TRUE"",""oute"":""78006"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment135"",""shot"":""talking heads"",""subject"":""barn owls"",""﻿elapsed"":""00:51:51""}",78007,3
chapter011,78007,"{""Michaela Strachan"":""TRUE"",""oute"":""78187"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment136"",""shot"":""nest"",""subject"":""barn owls"",""﻿elapsed"":""00:52:00""}",78188,10
chapter011,78188,"{""Michaela Strachan"":""TRUE"",""oute"":""78441"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment137"",""shot"":""nest"",""subject"":""barn owls"",""﻿elapsed"":""00:52:07""}",78442,6
chapter011,78442,"{""Michaela Strachan"":""TRUE"",""oute"":""79093"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment138"",""shot"":""nest"",""subject"":""barn owls"",""﻿elapsed"":""00:52:17""}",79094,3
chapter011,79094,"{""Michaela Strachan"":""TRUE"",""fight"":""TRUE"",""oute"":""79295"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment139"",""shot"":""nest"",""subject"":""barn owls"",""﻿elapsed"":""00:52:43""}",79296,10
chapter011,79296,"{""Michaela Strachan"":""TRUE"",""oute"":""79603"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment140"",""shot"":""nest"",""subject"":""barn owls"",""﻿elapsed"":""00:52:51""}",79604,6
chapter011,79604,"{""Michaela Strachan"":""TRUE"",""oute"":""80483"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment141"",""shot"":""nest"",""subject"":""barn owls"",""﻿elapsed"":""00:53:04""}",80484,3
chapter011,80484,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""oute"":""80937"",""primary-topic"":""nest"",""scene"":""scene006"",""secondary-topic"":""barn owl"",""segment"":""segment142"",""shot"":""talking heads"",""subject"":""barn owls"",""﻿elapsed"":""00:53:39""}",80938,3
chapter012,80938,"{""oute"":""82059"",""primary-topic"":""slime mold"",""scene"":""scene006"",""secondary-topic"":""time lapse"",""segment"":""segment143"",""shot"":""time lapse"",""subject"":""slime mold"",""﻿elapsed"":""00:53:57""}",82060,10
chapter012,82060,"{""oute"":""82351"",""primary-topic"":""slime mold"",""scene"":""scene006"",""secondary-topic"":""time lapse"",""segment"":""segment144"",""shot"":""time lapse"",""subject"":""slime mold"",""﻿elapsed"":""00:54:42""}",82352,6
chapter012,82352,"{""oute"":""82834"",""primary-topic"":""slime mold"",""scene"":""scene006"",""secondary-topic"":""time lapse"",""segment"":""segment145"",""shot"":""time lapse"",""subject"":""slime mold"",""﻿elapsed"":""00:54:54""}",82835,6
chapter012,82835,"{""oute"":""83347"",""primary-topic"":""slime mold"",""scene"":""scene006"",""secondary-topic"":""time lapse"",""segment"":""segment146"",""shot"":""time lapse"",""subject"":""slime mold"",""﻿elapsed"":""00:55:13""}",83348,3
chapter013,83348,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""oute"":""84018"",""primary-topic"":""wrap-up"",""scene"":""scene006"",""segment"":""segment147"",""shot"":""photos"",""subject"":""wrap up"",""﻿elapsed"":""00:55:33""}",84019,6
chapter013,84019,"{""Chris Packham"":""TRUE"",""oute"":""84289"",""primary-topic"":""wrap-up"",""scene"":""scene006"",""segment"":""segment148"",""shot"":""bird"",""subject"":""preview"",""﻿elapsed"":""00:56:00""}",84290,3
chapter013,84290,"{""Megan McCubbin"":""TRUE"",""oute"":""84518"",""primary-topic"":""wrap-up"",""scene"":""scene006"",""segment"":""segment149"",""shot"":""wasp"",""subject"":""preview"",""﻿elapsed"":""00:56:11""}",84519,3
chapter013,84519,"{""Gillian Burke"":""TRUE"",""Michaela Strachan"":""TRUE"",""oute"":""84708"",""primary-topic"":""wrap-up"",""scene"":""scene006"",""segment"":""segment150"",""shot"":""bird"",""subject"":""preview"",""﻿elapsed"":""00:56:20""}",84709,3
chapter013,84709,"{""Chris Packham"":""TRUE"",""Michaela Strachan"":""TRUE"",""oute"":""84905"",""scene"":""scene006"",""segment"":""segment151"",""shot"":""talking heads"",""subject"":""preview"",""﻿elapsed"":""00:56:28""}",84906,3
chapter013,84906,"{""oute"":""85175"",""scene"":""scene006"",""segment"":""segment152"",""shot"":""talking heads"",""subject"":""preview"",""﻿elapsed"":""00:56:36""}",85176,3
chapter014,85176,"{""Michaela Strachan"":""TRUE"",""oute"":""85768"",""scene"":""scene006"",""segment"":""segment153"",""shot"":""open university"",""subject"":""closing"",""﻿elapsed"":""00:56:47""}",85769,3
chapter014,85769,"{""oute"":""86656"",""scene"":""scene006"",""segment"":""segment154"",""shot"":""credits"",""subject"":""closing"",""﻿elapsed"":""00:57:10""}",86657,3
chapter014,86657,"{""oute"":""86811"",""scene"":""scene006"",""segment"":""segment155"",""shot"":""still"",""subject"":""closing"",""﻿elapsed"":""00:57:46""}",86812,3
chapter014,86812,"{""oute"":""86812"",""scene"":""scene006"",""segment"":""segment156"",""shot"":""black"",""subject"":""closing"",""﻿elapsed"":""00:57:52""}",86812,3
